date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-velodrome_v3_protocol,forecasted_TVL_opchain-velodrome_v3_protocol
2024-10-23 00:00:00,0.2012458481895379,0.3768189243645701,0.04226401063697252,0.0005130171224681838,0.0,0.0,480055.3611374784,1468595.7058022837
2024-10-24 00:00:00,0.4634760625637757,0.39069511905244686,0.03899235127428284,0.0007559867810942407,0.0,0.0,458222.71153431654,-274643.45136908523
2024-10-25 00:00:00,0.386042951390164,0.28438357172633943,0.04161132913846565,0.0005489355301651733,0.0,0.0,416778.8079941153,199656.93757066457
2024-10-26 00:00:00,0.562075696932814,0.29709353852595577,0.09938604003901083,0.0006857863985567571,0.0,0.0,407879.1396558735,-958416.0620373945
2024-10-27 00:00:00,0.33783837383148857,0.15571500495820892,0.06771601145947521,0.000606230956292585,0.0,0.0,406909.3772489532,-1371304.379474893
2024-10-28 00:00:00,0.4999307196528536,0.3463702430788406,0.04914849228940357,0.0005996305846636562,0.0,0.0,398257.6402408739,-913310.7102081456
2024-10-29 00:00:00,0.27131802014844175,0.34318674404899685,0.055119734162492356,0.0008205610757588396,0.0,0.0,383640.07767213427,-582694.6313827896
2024-10-30 00:00:00,0.15677383640424059,0.22720020015770606,0.04487400154853694,0.0006201669093691639,0.0,0.0,362457.15160391456,-250970.24858965733
2024-10-31 00:00:00,0.6847121935012132,0.23885201442124623,0.028488602808625217,8.840494185378737e-05,0.0,0.0,321558.941504125,-354658.73036559677
2024-11-01 00:00:00,0.6527179426954546,0.49425473662542585,0.026154908670325463,0.00048734409295827423,0.0,0.0,355084.9853907021,-2446004.6989846793
2024-11-02 00:00:00,0.32835400122306013,0.2599105356523022,0.03183218860854975,0.00018877782650286024,0.0,0.0,347384.48010021495,-2540279.7353792205
2024-11-03 00:00:00,0.2293056227254614,0.34328068291018615,0.02791928895625458,0.000898907681707169,0.0,0.0,344452.2628155217,-3615187.030602172
2024-11-04 00:00:00,0.4429182476623623,0.22910942908507223,0.028720546493561292,0.0004931304723593421,0.0,0.0,343913.066544933,-4255054.34349195
2024-11-05 00:00:00,0.24259900672690596,0.3585218091422659,0.029870940689325307,0.0006260525789881383,0.0,0.0,316142.4831884612,-5790621.807105202
2024-11-06 00:00:00,0.4450542044300319,0.378088927321402,0.598138247028211,0.0005060527498730255,0.0,0.0,293650.82354940893,-4870275.072458897
2024-11-07 00:00:00,0.4458874083997948,0.3991584682630274,0.07149371603688907,0.000578293021896757,0.0,0.0,295904.72204808856,-912886.1170442835
2024-11-08 00:00:00,0.32419781836750616,0.30224792808355033,0.060000461094443465,0.00044056082068497055,0.0,0.0,269648.977124405,704363.989426029
2024-11-09 00:00:00,0.4702367042312574,0.25509864586713493,0.0528375029794583,0.0009482173874761368,0.0,0.0,231855.67443912243,904481.3391187841
2024-11-10 00:00:00,0.26497650983523446,0.2314357683127684,0.03130606790587324,0.0008685058261926221,0.0,0.0,270706.3576642345,2745322.5805173395
2024-11-11 00:00:00,0.49643704542028,0.31862503013401566,0.05915652651743057,0.0005862783131656396,0.0,0.0,249045.30346165897,3697554.8559368714
2024-11-12 00:00:00,0.4025088448900301,0.3536481710566376,0.06057646031595599,0.0007851736830156017,0.0,0.0,226068.66359227075,8030236.293886423
2024-11-13 00:00:00,0.5306090658363827,0.3535246820431472,0.0890502363639771,0.000977185293539603,0.0,0.0,228710.38067045118,7609491.753269884
2024-11-14 00:00:00,0.3905639518111425,0.31683943077086746,0.061852556959990396,0.0005512208221478791,0.0,0.0,232021.2376099131,5503755.17048087
2024-11-15 00:00:00,0.34686636607607035,0.22453682633654481,0.02964513755756319,0.0008879873810643226,0.0,0.0,225885.05780796235,4045425.209302494
2024-11-16 00:00:00,0.2465554108078339,0.3778963592572934,0.041340916695052445,0.0007578542318170824,0.0,0.0,223513.34179929548,5358059.50208005
2024-11-17 00:00:00,0.5082954477133758,0.2545278840152851,0.032091143074382836,0.0006427430529495768,0.0,0.0,214155.27595429288,4575999.09926305
2024-11-18 00:00:00,0.28450490590772487,0.3345036365462207,0.03372834873571146,0.0005094205085597784,0.0,0.0,210374.4334876255,4480848.948887274
2024-11-19 00:00:00,0.3377672490798167,0.35360242135426767,0.03911881806944803,0.0004397506710543983,0.0,0.0,201852.75075707014,6771206.355538861
2024-11-20 00:00:00,0.48038681025755486,0.3661380485465936,0.040678424115402116,0.0005752594235437273,0.0,0.0,192583.3584881932,4878406.641769247
2024-11-21 00:00:00,0.27482909290998697,0.2578920971238308,0.024514030817470618,0.0003743952682243956,0.0,0.0,172909.97999842797,4221575.41531041
2024-11-22 00:00:00,0.5107146203838285,0.25109043993499125,0.027431984168081867,0.0004354688306486606,0.0,0.0,193589.4268851962,8131415.05372429
2024-11-23 00:00:00,0.5231960602595427,0.37121160961108046,0.03692075033436106,0.0005215810609471899,0.0,0.0,159403.1255461538,6825624.784598868
2024-11-24 00:00:00,0.6129634034686097,0.19671758197791175,0.02599497608931428,0.0002478189669691596,0.0,0.0,136220.09290489514,8049782.975297536
2024-11-25 00:00:00,0.28744056530559225,0.35203896374038496,0.020174252897158334,0.00041583884315402156,0.0,0.0,144772.14129747992,7974334.674554561
2024-11-26 00:00:00,0.5617312336342708,0.3630795931541181,0.0477678443418552,0.0004166540671970184,0.0,0.0,134784.23332618296,7976224.724347726
2024-11-27 00:00:00,0.5093559365810899,0.1450468810435592,0.03869970625004447,0.00046379229986208046,0.0,0.0,138323.87645489513,7123237.911991205
2024-11-28 00:00:00,0.2748044320562461,0.28108341245079244,0.02983424497920185,0.0005160411361215279,0.0,0.0,123984.55921941028,10632520.547863675
2024-11-29 00:00:00,0.4465833828728965,0.40554205711433416,0.05992260909920854,0.0004629038282087945,0.0,0.0,117578.52682953843,11897953.568134967
2024-11-30 00:00:00,0.45195364600393967,0.2951773796630901,0.05190765204528867,0.00044706189138384766,0.0,0.0,111425.56981896631,11642933.23133405
2024-12-01 00:00:00,0.3891809457700803,0.26418930822304193,0.04917271368859546,0.000607025966279101,0.0,0.0,101186.72463918963,17833751.319403432
2024-12-02 00:00:00,0.27664445075952226,0.30224241762453213,0.04869723659840124,0.0005589757864752097,0.0,0.0,106827.80410259984,16375151.315178044
2024-12-03 00:00:00,0.2729338677202418,0.1218443341948635,0.061228160005587055,0.0005019267932178909,0.0,0.0,104723.71988638632,15295669.733934088
2024-12-04 00:00:00,0.5850315038636523,0.2865168800645174,0.04036846078285706,0.0005166831288834627,0.0,0.0,107715.23120935669,14202687.050168693
2024-12-05 00:00:00,0.35136505389435235,0.28253134797108925,0.06390665077950125,0.0005904765988648881,0.0,0.0,92753.38428426563,17073612.82744007
2024-12-06 00:00:00,0.2789027858301441,0.2746402563545145,0.05109739797982322,0.0006461426216446593,0.0,0.0,88849.54570290683,16514242.007745333
2024-12-07 00:00:00,0.33578988674284777,0.25627742529289566,0.06778129386015154,0.000939542941430495,0.0,0.0,79734.09758677628,20056706.294720054
2024-12-08 00:00:00,0.3972373831210894,0.13355232213751925,0.04033020117313113,0.0007976103029017947,0.0,0.0,82975.23257363372,17791205.560992356
2024-12-09 00:00:00,0.3737472577386284,0.39059363874360337,0.05655354077699969,0.0006156585161896502,0.0,0.0,81491.19991718422,17938926.295789286
2024-12-10 00:00:00,0.34421739624544256,0.4117372706292918,0.03007965095723526,0.0008636653747753105,0.0,0.0,74870.18998456393,12907550.989920188
2024-12-11 00:00:00,0.24295763710918925,0.5009050326021169,0.032801606924196355,0.00042663453989058163,0.0,0.0,84531.08976032602,11021770.45297349
2024-12-12 00:00:00,0.3208930724116421,0.2901213459310414,0.06873067318971357,0.0008570294728611593,0.0,0.0,81464.88970528073,16077655.230963185
2024-12-13 00:00:00,0.4001765065675442,0.45636312937257734,0.0200971370438098,0.0006335749459607494,0.0,0.0,87098.26715184824,16002853.196833251
2024-12-14 00:00:00,0.3934011412897729,0.31590736900014804,0.0507449772889683,0.0008184390543990328,0.0,0.0,86625.44573557604,15269497.881415034
2024-12-15 00:00:00,0.3405064664280674,0.39586879473253517,0.025861699633763446,0.0006565937061114562,0.0,0.0,90582.95246957435,14797923.316886447
2024-12-16 00:00:00,0.3825937392874035,0.36169210354744796,0.02403258399324253,0.00047162471792642726,0.0,0.0,80803.35543972168,14653569.510656472
2024-12-17 00:00:00,0.3170617549486326,0.17118266824126907,0.040310011557612636,0.0005154407290077741,0.0,0.0,79755.96501445303,15088692.954229966
2024-12-18 00:00:00,0.37430711506986913,0.30162545213884373,0.03475517414166546,0.00047778461950933075,0.0,0.0,81930.1790865297,13446745.572898732
2024-12-19 00:00:00,0.4657005940193465,0.30648106442295925,0.05009178618859593,0.0005620673720382277,0.0,0.0,74217.7879181701,10278070.641985916
2024-12-20 00:00:00,0.37282754596183504,0.4120451090882521,0.027570873969134442,0.0005053955958778595,0.0,0.0,73266.81451281808,6946839.199676602
2024-12-21 00:00:00,0.4086596038284589,0.32077271116323935,0.0504410088859394,0.0006198336213432176,0.0,0.0,66184.38029507852,8061294.035183291
2024-12-22 00:00:00,0.4020773621668304,0.4023764899040308,0.035828495742703165,0.0003263064264907035,0.0,0.0,70360.35058983092,5232157.493018249
2024-12-23 00:00:00,0.497212689922638,0.3577645055608602,0.05084504577080513,0.0006857741830036054,0.0,0.0,65983.18207289348,5477777.93369095
2024-12-24 00:00:00,0.39558429191567207,0.3527032003452385,0.02040191035518054,0.0003142436863589944,0.0,0.0,63445.629309752105,6881750.952685789
2024-12-25 00:00:00,0.43009467790576017,0.27153230033624437,0.02318384655055922,0.0005373127228767174,0.0,0.0,62372.79110157812,8282943.251680081
2024-12-25 23:04:22,0.6304927801793823,0.3366413342121061,0.01717245618511027,0.0003359094255530522,0.0,0.0,,
2024-12-26 00:00:00,0.25801418053045594,0.42127358341212234,0.04654105714982133,0.00025501015362539996,0.0,0.0,61878.62425551984,7787370.993985548
2024-12-27 00:00:00,0.379568535021099,0.13149971021777473,0.04380170409751726,0.0003304643217422574,0.0,0.0,59285.946525665066,5943839.16189132
2024-12-28 00:00:00,0.4021379285164537,0.47347733321893953,0.04029746121881745,0.0005080510475515325,0.0,0.0,58488.77057016192,5173536.775977441
2024-12-29 00:00:00,0.3261481122433077,0.26824931767425186,0.0736389084685682,0.00040611029559681775,0.0,0.0,60837.93797071941,6752611.377549336
2024-12-30 00:00:00,0.45041873130777726,0.26423200522781753,0.06643757826475054,0.00040424060892878293,0.0,0.0,60476.48941859758,5196216.009418447
2024-12-31 00:00:00,0.3193377363343574,0.35006994734603974,0.08356773725341979,0.0003776107780159586,0.0,0.0,59736.370249825166,5669656.555281559
2025-01-01 00:00:00,0.43392501251371907,0.17113003551983116,0.11255299061585168,0.00047578541761046926,0.0,0.0,59376.37780895239,4851504.793253386
2025-01-02 00:00:00,0.3110937446790223,0.2784598939994206,0.09782262911372425,0.0004048654595333699,0.0,0.0,61823.81084039111,5256885.779196769
2025-01-03 00:00:00,0.28056481074389017,0.43466944235466753,0.12031532113107289,0.00046432432574941817,0.0,0.0,58243.86044549105,7247798.43054635
2025-01-04 00:00:00,0.5933525478066788,0.2366155500307679,0.030525663514040593,0.0005279179370731175,0.0,0.0,53412.42534005607,9616775.222189844
2025-01-05 00:00:00,0.35301244874994725,0.5266214434451679,0.04561590162693536,0.0006436352318952998,0.0,0.0,50095.564603325605,8985976.705531353
2025-01-06 00:00:00,0.5044498647296968,0.46125318550837247,0.05034530096348042,0.000560537256640632,0.0,0.0,54126.70235342842,8958637.380818333
2025-01-07 00:00:00,0.5924486148030664,0.31718862208062426,0.05467508746885979,0.00029936314650961865,0.0,0.0,50216.592101978815,10471850.162728041
2025-01-08 00:00:00,0.4552258832147641,0.26037165654136435,0.04809386983420575,0.0003211113752872723,0.0,0.0,52200.010903382485,6828879.7771428935
2025-01-09 00:00:00,0.25550453157733094,0.2839771670844576,0.03278798258284116,0.0003078388539699623,0.0,0.0,44639.89416574767,5028746.603026566
2025-01-10 00:00:00,0.5372598895821896,0.2896210260472255,0.0627035046412934,0.000531349739713028,0.0,0.0,47300.90721133314,3525724.694469038
2025-01-11 00:00:00,0.5071898321011169,0.3393233230931109,0.04366335975067439,0.00044120487983417595,0.0,0.0,45634.926064723506,4276416.616282725
2025-01-12 00:00:00,0.30698493522218034,0.21723350971337413,0.04496368128894841,0.0004251903685474158,0.0,0.0,45026.986093791726,4608404.848934742
2025-01-13 00:00:00,0.430901605327625,0.37689703049300655,0.04229260196038566,0.0006163856222074083,0.0,0.0,48690.41097188281,3586619.9027253473
2025-01-14 00:00:00,0.49920277015860826,0.40819406734253816,0.05261637988101177,0.00046192440744126514,0.0,0.0,51657.17207727878,2342154.590479703
2025-01-15 00:00:00,0.5011978044427936,0.4511117523441011,0.033034451006693666,0.0005653774747552211,0.0,0.0,48178.1441710039,3553738.6853434904
2025-01-16 00:00:00,0.16143193712619855,0.5250365984146937,0.054109755635804675,0.0007255634808024406,0.0,0.0,49963.71897642503,6058942.989159053
2025-01-17 00:00:00,0.35010507753086517,0.2474736832159916,0.06398795265048375,0.000803062308472187,0.0,0.0,46833.52565286543,5307830.152669439
2025-01-18 00:00:00,0.41471092848501595,0.3843334435663804,0.05127319955520749,0.0005059112547513239,0.0,0.0,47876.22367196478,7434704.8763181
2025-01-19 00:00:00,0.7633408308174789,0.599901988526903,0.063827619615343,0.00045463057458754104,0.0,0.0,46938.028021145954,4727607.077335354
2025-01-20 00:00:00,0.337148929875412,0.5670977113601277,0.018363119376871125,0.0005514117784795092,0.0,0.0,43273.255871006884,3008266.201750427
2025-01-21 00:00:00,0.6475925855329971,0.4658283306331718,0.06181040816394777,0.0006178374941050698,0.0,0.0,45321.83555498742,3965238.803514802
2025-01-22 00:00:00,0.31639852874395974,0.34884470725266997,0.041745432330032584,0.0007867472027507672,0.0,0.0,44915.8804569997,5996948.438484512
2025-01-23 00:00:00,0.3862026344813312,0.21972224116368866,0.042823888097035155,0.0007660290189653176,0.0,0.0,40359.07075721661,6250741.295448871
2025-01-24 00:00:00,0.372939588363825,0.31080174473146854,0.030057882496339165,0.0007069911770993995,0.0,0.0,38463.693665143765,7178138.084429038
2025-01-25 00:00:00,0.34497000109133874,0.23890549206282283,0.02647192274532141,0.000368549551058845,0.0,0.0,39329.76517963228,6421860.0720844595
2025-01-26 00:00:00,0.19918704015994007,0.3783825710267374,0.032801619558294595,0.0005461819079492685,0.0,0.0,39239.9232978152,4461147.415477622
2025-01-26 03:37:35,0.2481599710772499,0.29212577866129763,0.04097683051203857,0.00043448638034030806,0.0,0.0,,
2025-01-26 03:40:11,0.2698433808253855,0.2940497136329631,0.030405043908745443,0.000597032025731313,0.0,0.0,38009.179380888825,
2025-01-26 03:47:23,0.44715695737958844,0.3208068311384952,0.041200899707200894,0.0007719449614156947,0.0,0.0,,
2025-01-27 00:00:00,0.4279821143893251,0.21296007970592679,0.04586519577986246,0.0006279879587015423,0.0,0.0,,
2025-01-28 00:00:00,0.2697977733898348,0.509485379468068,0.02815144129965953,0.000335757078911666,0.0,0.0,,
2025-01-29 00:00:00,0.24660421850475917,0.26309359568404656,0.04461687081683388,0.0006734952932382661,0.0,0.0,,
2025-01-30 00:00:00,0.5933884907101026,0.38037790419775913,0.05638209264257525,0.00041851753624183,0.0,0.0,,
2025-01-31 00:00:00,0.5067163898015745,0.2214103472920412,0.027271110206212364,0.00046051205459478475,0.0,0.0,,
2025-02-01 00:00:00,0.4763595617430682,0.26323765919960623,0.05323414836495516,0.0006438453344723259,0.0,0.0,,
2025-02-02 00:00:00,0.24578258648957402,0.2322542041549811,0.06115065775130534,0.0004528411395577392,0.0,0.0,,
2025-02-03 00:00:00,0.32856208258910247,0.3473195609472108,0.04906223727064963,0.0006629325861477899,0.0,0.0,,
2025-02-04 00:00:00,0.4303006462072974,0.2776183517294567,0.06156054778730871,0.0005946033033191555,0.0,0.0,,
2025-02-05 00:00:00,0.2655028461475989,0.4191525905781574,0.05606727324046585,0.0007232101398132895,0.0,0.0,,
2025-02-06 00:00:00,0.15175249479909014,0.5158007004203671,0.030404273096785447,0.00036756153589228717,0.0,0.0,,
2025-02-07 00:00:00,0.1537867225119513,0.41960208736762966,0.03843460248251821,0.0005447904014263903,0.0,0.0,,
2025-02-08 00:00:00,0.2766037319847472,0.229725067216245,0.04962744634332107,0.0005511936366538819,0.0,0.0,,
2025-02-09 00:00:00,0.3417426557222975,0.14212617022410118,0.03683227165558413,0.0004751346016042192,0.0,0.0,,
2025-02-10 00:00:00,0.45887172823365263,0.3444026889142153,0.06924257489549605,0.0005257396036844368,0.0,0.0,,
2025-02-11 00:00:00,0.5600114857553554,0.3041645138498204,0.06807421565492743,0.0005318376959477828,0.0,0.0,,
